,entity 1,entity 1 label,entity 2,entity 2 label,type
2720,psychedelics,DRUG,elevated entropy,OUTCOME,POSITIVELY IMPACTS
2722,psychedelic state,SUBJECTIVE,elevated entropy,OUTCOME,POSITIVELY IMPACTS
2723,ordinary consciousness,SUBJECTIVE,elevated entropy,OUTCOME,POSITIVELY IMPACTS
2724,ordinary consciousness,SUBJECTIVE,reduction of freedom,OUTCOME,POSITIVELY IMPACTS
2728,psychedelics,DRUG,reduction of freedom,OUTCOME,POSITIVELY IMPACTS
2731,primary consciousness,SUBJECTIVE,elevated entropy,OUTCOME,POSITIVELY IMPACTS
2732,primary consciousness,SUBJECTIVE,reduction of freedom,OUTCOME,POSITIVELY IMPACTS
2735,ordinary consciousness,SUBJECTIVE,increase in entropy,OUTCOME,POSITIVELY IMPACTS
2738,primary consciousness,SUBJECTIVE,increase in entropy,OUTCOME,POSITIVELY IMPACTS
2741,the entropy increases,OUTCOME,increase in entropy,OUTCOME,POSITIVELY IMPACTS
2742,the entropy increases,OUTCOME,more flexible state,OUTCOME,POSITIVELY IMPACTS
2745,psilocybin,DRUG,increases of a different entropy,OUTCOME,POSITIVELY IMPACTS
2763,LSD,DRUG,increases in measures of entropy,OUTCOME,POSITIVELY IMPACTS
2765,psilocybin,DRUG,increases in measures of entropy,OUTCOME,POSITIVELY IMPACTS
2766,ketamine,DRUG,increases in measures of entropy,OUTCOME,POSITIVELY IMPACTS
2767,psychedelics,DRUG,increase the entropy in brain functions,OUTCOME,POSITIVELY IMPACTS
2769,SLN,NEURAL,the self,SUBJECTIVE,POSITIVELY IMPACTS
2770,SLN,NEURAL,self-,SUBJECTIVE,POSITIVELY IMPACTS
2774,mystical-type,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS
2775,mystical-type,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS
2777,psychological insight experiences,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS
2778,psychological insight experiences,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS
2786,mystical experiences,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS
2788,mystical experiences,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS
2797,psychological insight,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS
2799,insight,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS
2801,Insightful as well as mystical-type experiences,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS
2802,Insightful as well as mystical-type experiences,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS
2803,psychedelic,DRUG,alcohol use disorder,HEALTH,POSITIVELY IMPACTS
2804,psychedelic effects,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
2805,psychedelic effects,OUTCOME,anxiety,HEALTH,POSITIVELY IMPACTS
2806,psychological flexibility,OUTCOME,depression,HEALTH,POSITIVELY IMPACTS
2807,psychological flexibility,OUTCOME,anxiety,HEALTH,POSITIVELY IMPACTS
2808,psilocybin,DRUG,) addiction,HEALTH,POSITIVELY IMPACTS
2809,psychedelics,DRUG,biologically verified abstinence at 6 months post-treatment,OUTCOME,POSITIVELY IMPACTS
2810,psychedelics,DRUG,mindfulness/,SUBJECTIVE,POSITIVELY IMPACTS
2811,psychedelics,DRUG,acceptance,SUBJECTIVE,POSITIVELY IMPACTS
2812,psychedelics,DRUG,commitment and behavior change processes,OUTCOME,POSITIVELY IMPACTS
2816,psychedelic compounds,DRUG,"rapid, long-lasting changes in mood and behavior",OUTCOME,POSITIVELY IMPACTS
2817,DMT,DRUG,increase swimming behavior in the forced swim test,OUTCOME,POSITIVELY IMPACTS
2818,DMT,DRUG,"promoting the rapid growth of dendritic branches, spines, and synapses",OUTCOME,POSITIVELY IMPACTS
2820,psychedelics,DRUG,increase swimming behavior in the forced swim test,OUTCOME,POSITIVELY IMPACTS
2821,psychedelics,DRUG,"promoting the rapid growth of dendritic branches, spines, and synapses",OUTCOME,POSITIVELY IMPACTS
2831,DMT,DRUG,spontaneous EPSCs,NEURAL,POSITIVELY IMPACTS
2839,DMT,DRUG,very different biochemical and structural phenotypes,OUTCOME,POSITIVELY IMPACTS
2840,DMT,DRUG,promote sufficient plasticity to strengthen key circuits involved in the regulation of mood and fear,OUTCOME,POSITIVELY IMPACTS
2842,DMT,DRUG,increase glutamate release in the cortex,OUTCOME,POSITIVELY IMPACTS
2843,psychedelics,DRUG,increase glutamate release in the cortex,OUTCOME,POSITIVELY IMPACTS
2847,psychedelic compounds,DRUG,behavioral outcomes,OUTCOME,POSITIVELY IMPACTS
2848,psychedelic compounds,DRUG,gene expression of several genes related to neural plasticity,OUTCOME,POSITIVELY IMPACTS
2853,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,tolerance in humans,OUTCOME,POSITIVELY IMPACTS
2854,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,repair of damaged circuits relevant to mood and anxiety,OUTCOME,POSITIVELY IMPACTS
2855,DMT,DRUG,tolerance in humans,OUTCOME,POSITIVELY IMPACTS
2856,DMT,DRUG,repair of damaged circuits relevant to mood and anxiety,OUTCOME,POSITIVELY IMPACTS
2859,nonsubjective anesthesia,SUBJECTIVE,therapeutic effects,OUTCOME,POSITIVELY IMPACTS
2860,nonhallucinogenic psychoplastogens,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS
2862,psychedelic compounds,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS
2863,TBG,DRUG,therapeutic effects,OUTCOME,POSITIVELY IMPACTS
2868,mystical-like experiences,SUBJECTIVE,therapeutic effects,OUTCOME,POSITIVELY IMPACTS
2869,psychedelics,DRUG,enhanced neural plasticity,OUTCOME,POSITIVELY IMPACTS
2870,hallucinogenic effects,OUTCOME,enhanced neural plasticity,OUTCOME,POSITIVELY IMPACTS
2873,serotonergic psychedelic,DRUG,enhanced neural plasticity,OUTCOME,POSITIVELY IMPACTS
2874,serotonergic psychedelic,DRUG,postoperative mood,OUTCOME,POSITIVELY IMPACTS
2875,serotonergic psychedelic,DRUG,depressed,HEALTH,POSITIVELY IMPACTS
2876,ketamine,DRUG,postoperative mood,OUTCOME,POSITIVELY IMPACTS
2877,ketamine-induced mystical experiences,OUTCOME,postoperative mood,OUTCOME,POSITIVELY IMPACTS
2878,psychedelics,DRUG,postoperative mood,OUTCOME,POSITIVELY IMPACTS
2879,psychedelics,DRUG,depressed,HEALTH,POSITIVELY IMPACTS
2880,psychedelics,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS
2882,psychedelics,DRUG,exceptionally strong placebo effect,OUTCOME,POSITIVELY IMPACTS
2888,mystical-type experiences,SUBJECTIVE,therapeutic responses,OUTCOME,POSITIVELY IMPACTS
2894,drugs,DRUG,therapeutic responses,OUTCOME,POSITIVELY IMPACTS
2895,drugs,DRUG,exceptionally strong placebo effect,OUTCOME,POSITIVELY IMPACTS
2896,drugs,DRUG,heightened neural plasticity,OUTCOME,POSITIVELY IMPACTS
2897,drugs,DRUG,treating,OUTCOME,POSITIVELY IMPACTS
2898,drugs,DRUG,depression,HEALTH,POSITIVELY IMPACTS
2899,drugs,DRUG,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS
2900,drugs,DRUG,neurobiology,NEURAL,POSITIVELY IMPACTS
2901,drugs,DRUG,neural plasticity,OUTCOME,POSITIVELY IMPACTS
2907,rewiring pathological neural circuitry,OUTCOME,neuropsychiatric diseases,HEALTH,POSITIVELY IMPACTS
2932,psilocybin,DRUG,terminal cancer diagnoses,HEALTH,POSITIVELY IMPACTS
2935,psilocybin,DRUG,reducing symptoms of anxiety,OUTCOME,POSITIVELY IMPACTS
2937,Psychedelics,DRUG,disrupting ordinary language processes,OUTCOME,POSITIVELY IMPACTS
2938,Psychedelics,DRUG,enhance psychological flexibility,OUTCOME,POSITIVELY IMPACTS
2939,psilocybin,DRUG,psychological flexibility,OUTCOME,POSITIVELY IMPACTS
2941,psilocybin,DRUG,"habits of acceptance, connection and embodiment",OUTCOME,POSITIVELY IMPACTS
2942,psilocybin,DRUG,transformational processes,OUTCOME,POSITIVELY IMPACTS
2943,LSD,DRUG,subjective effects,OUTCOME,POSITIVELY IMPACTS
2944,LSD,DRUG,µg,DRUG,POSITIVELY IMPACTS
2946,LSD,DRUG,longer terminal elimination half-life,OUTCOME,POSITIVELY IMPACTS
2952,LSD,DRUG,increased subjective effects,OUTCOME,POSITIVELY IMPACTS
2955,LSD,DRUG,positive subjective effects,OUTCOME,POSITIVELY IMPACTS
2964,LSD,DRUG,ego dissolution,SUBJECTIVE,POSITIVELY IMPACTS
2965,LSD,DRUG,disembodiment,SUBJECTIVE,POSITIVELY IMPACTS
2968,LSD,DRUG,psychedelic doses,DRUG,POSITIVELY IMPACTS
2973,LSD,DRUG,insightfulness,OUTCOME,POSITIVELY IMPACTS
2974,LSD,DRUG,changed meaning of percepts,OUTCOME,POSITIVELY IMPACTS
2975,µg,DRUG,µg,DRUG,POSITIVELY IMPACTS
2976,µg,DRUG,insightfulness,OUTCOME,POSITIVELY IMPACTS
2977,µg,DRUG,changed meaning of percepts,OUTCOME,POSITIVELY IMPACTS
2979,LSD,DRUG,higher ratings of blissful state,OUTCOME,POSITIVELY IMPACTS
2982,LSD,DRUG,"fear, open, and trust on the VAS",OUTCOME,POSITIVELY IMPACTS
2997,LSD,DRUG,positive effects,OUTCOME,POSITIVELY IMPACTS
3000,LSD,DRUG,lower anxiety ratings,OUTCOME,POSITIVELY IMPACTS
3001,LSD,DRUG,positive mood effects,OUTCOME,POSITIVELY IMPACTS
3003,psychedelics,DRUG,µg,DRUG,POSITIVELY IMPACTS
3004,psychedelics,DRUG,lower anxiety ratings,OUTCOME,POSITIVELY IMPACTS
3005,psychedelics,DRUG,positive mood effects,OUTCOME,POSITIVELY IMPACTS
3014,LSD,DRUG,psychotropic effects,OUTCOME,POSITIVELY IMPACTS
3022,LSD,DRUG,prevented the acute effects,OUTCOME,POSITIVELY IMPACTS
3032,ketanserin,DRUG,µg,DRUG,POSITIVELY IMPACTS
3033,ketanserin,DRUG,prevented the acute effects,OUTCOME,POSITIVELY IMPACTS
3034,ketanserin,DRUG,adverse effects,OUTCOME,POSITIVELY IMPACTS
3038,µg,DRUG,adverse effects,OUTCOME,POSITIVELY IMPACTS
3040,µg,DRUG,lower depression ratings,OUTCOME,POSITIVELY IMPACTS
3053,Psychedelic microdoses,DRUG,µg,DRUG,POSITIVELY IMPACTS
3054,Psychedelic microdoses,DRUG,subjective “any drug effects,OUTCOME,POSITIVELY IMPACTS
3055,Psychedelic microdoses,DRUG,microdoses,DRUG,POSITIVELY IMPACTS
3056,Psychedelic microdoses,DRUG,prolonged effects on mood,OUTCOME,POSITIVELY IMPACTS
3057,Psychedelic microdoses,DRUG,adverse subjective effects,OUTCOME,POSITIVELY IMPACTS
3058,Psychedelic microdoses,DRUG,subjective effects,OUTCOME,POSITIVELY IMPACTS
3060,LSD,DRUG,vigilance reduction,OUTCOME,POSITIVELY IMPACTS
3077,LSD,DRUG,tartrate,DRUG,POSITIVELY IMPACTS
3121,LSD,DRUG,psychoactive in,OUTCOME,POSITIVELY IMPACTS
3137,LSD,DRUG,minidoses,DRUG,POSITIVELY IMPACTS
3141,µg,DRUG,psychoactive in,OUTCOME,POSITIVELY IMPACTS
3161,µg,DRUG,microdoses,DRUG,POSITIVELY IMPACTS
3170,LSD,DRUG,enhance blinding between the different conditions,OUTCOME,POSITIVELY IMPACTS
3171,ketanserin-LSD,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS
3174,serotoninergic hallucinogens,DRUG,antidepressive,OUTCOME,POSITIVELY IMPACTS
3175,serotoninergic hallucinogens,DRUG,anxiolytic,OUTCOME,POSITIVELY IMPACTS
3176,serotoninergic hallucinogens,DRUG,antiaddictive,OUTCOME,POSITIVELY IMPACTS
3177,psilocybin,DRUG,cancer-related depression,HEALTH,POSITIVELY IMPACTS
3183,ayahuasca,DRUG,cancer-related depression,HEALTH,POSITIVELY IMPACTS
3191,psilocybin,DRUG,region-dependent alterations in neurometabolite concentrations,OUTCOME,POSITIVELY IMPACTS
3209,psilocybin,DRUG,reduced absolute CBF,OUTCOME,POSITIVELY IMPACTS
3217,psilocybin,DRUG,increases in feelings of ego dissolution,OUTCOME,POSITIVELY IMPACTS
3218,psychedelic,DRUG,increases in feelings of ego dissolution,OUTCOME,POSITIVELY IMPACTS
3219,psilocybin,DRUG,subjective experience of sense of self,SUBJECTIVE,POSITIVELY IMPACTS
3221,psilocybin,DRUG,feelings of AED,OUTCOME,POSITIVELY IMPACTS
3222,psilocybin,DRUG,ego pathology,OUTCOME,POSITIVELY IMPACTS
3223,psilocybin,DRUG,feelings of anxiety,OUTCOME,POSITIVELY IMPACTS
3226,psychedelic drugs,DRUG,feelings of AED,OUTCOME,POSITIVELY IMPACTS
3227,psychedelic drugs,DRUG,ego pathology,OUTCOME,POSITIVELY IMPACTS
3228,psychedelic drugs,DRUG,feelings of anxiety,OUTCOME,POSITIVELY IMPACTS
3229,mPFC,NEURAL,feelings of anxiety,OUTCOME,POSITIVELY IMPACTS
3230,mPFC,NEURAL,anxiety,HEALTH,POSITIVELY IMPACTS
3232,mPFC,NEURAL,feelings of positively experienced ego dissolution,OUTCOME,POSITIVELY IMPACTS
3236,psychedelic,DRUG,feelings of positively experienced ego dissolution,OUTCOME,POSITIVELY IMPACTS
3242,psilocybin,DRUG,feelings of positively experienced ego dissolution,OUTCOME,POSITIVELY IMPACTS
3243,MTL,NEURAL,feelings of depersonalization,OUTCOME,POSITIVELY IMPACTS
3244,DMN circuitry,NEURAL,feelings of positively experienced ego dissolution,OUTCOME,POSITIVELY IMPACTS
3245,DMN circuitry,NEURAL,feelings of depersonalization,OUTCOME,POSITIVELY IMPACTS
3246,psychedelic drug,DRUG,feelings of depersonalization,OUTCOME,POSITIVELY IMPACTS
3247,psychedelic drug,DRUG,feelings of (positive) ego dissolution,OUTCOME,POSITIVELY IMPACTS
3248,DMN,NEURAL,feelings of (positive) ego dissolution,OUTCOME,POSITIVELY IMPACTS
3251,sensorimotor network,NEURAL,post-traumatic stress disorders,HEALTH,POSITIVELY IMPACTS
3252,neurobiology,NEURAL,post-traumatic stress disorders,HEALTH,POSITIVELY IMPACTS
3253,psychedelic,DRUG,neurobiology,NEURAL,POSITIVELY IMPACTS
3254,psychedelic,DRUG,therapeutic relief,OUTCOME,POSITIVELY IMPACTS
3257,psychedelic,DRUG,addiction,HEALTH,POSITIVELY IMPACTS
3258,psychedelic,DRUG,post-traumatic stress disorders,HEALTH,POSITIVELY IMPACTS
3261,psychedelics,DRUG,addiction,HEALTH,POSITIVELY IMPACTS
3262,psychedelics,DRUG,post-traumatic stress disorders,HEALTH,POSITIVELY IMPACTS
3263,psychedelics,DRUG,neurobiology,NEURAL,POSITIVELY IMPACTS
3264,psychedelics,DRUG,drug-induced ego dissolution,HEALTH,POSITIVELY IMPACTS
3265,psychedelics,DRUG,therapeutic relief,OUTCOME,POSITIVELY IMPACTS
3270,psychedelics,DRUG,increases in well-being,OUTCOME,POSITIVELY IMPACTS
3274,psilocybin,DRUG,disrupted neuronal function,OUTCOME,POSITIVELY IMPACTS
3277,LSD,DRUG,increased amygdala seed-based connectivity,OUTCOME,POSITIVELY IMPACTS
3278,LSD,DRUG,decreased amygdala connectivity,OUTCOME,POSITIVELY IMPACTS
3286,LSD,DRUG,resting state connectivity,NEURAL,POSITIVELY IMPACTS
3287,LSD,DRUG,changes in amygdala responses,OUTCOME,POSITIVELY IMPACTS
3288,LSD,DRUG,prefrontal cortex,NEURAL,POSITIVELY IMPACTS
3291,LSD,DRUG,connectivity a,NEURAL,POSITIVELY IMPACTS
3292,psilocybin,DRUG,resting state connectivity,NEURAL,POSITIVELY IMPACTS
3293,psilocybin,DRUG,changes in amygdala responses,OUTCOME,POSITIVELY IMPACTS
3296,psilocybin,DRUG,prefrontal cortex,NEURAL,POSITIVELY IMPACTS
3299,psilocybin,DRUG,connectivity a,NEURAL,POSITIVELY IMPACTS
3300,psilocybin,DRUG,modulated amygdala activation,OUTCOME,POSITIVELY IMPACTS
3301,psilocybin,DRUG,decreased amygdala connectivity,OUTCOME,POSITIVELY IMPACTS
3305,drugs,DRUG,decreased amygdala connectivity,OUTCOME,POSITIVELY IMPACTS
3306,drugs,DRUG,"dampen, and thereby normalize, disrupted amygdala responses",OUTCOME,POSITIVELY IMPACTS
3311,selective serotonin reuptake inhibitors (SSRIs),ANTIDEPRESSANT_DRUG,"dampen, and thereby normalize, disrupted amygdala responses",OUTCOME,POSITIVELY IMPACTS
3313,selective serotonin reuptake inhibitors (SSRIs),ANTIDEPRESSANT_DRUG,enhancing cortico-limbic connectivity in the brain,OUTCOME,POSITIVELY IMPACTS
3316,SSRIs,ANTIDEPRESSANT_DRUG,enhancing cortico-limbic connectivity in the brain,OUTCOME,POSITIVELY IMPACTS
3317,SSRIs,ANTIDEPRESSANT_DRUG,emotion regulation,OUTCOME,POSITIVELY IMPACTS
3319,LSD,DRUG,emotional processing,OUTCOME,POSITIVELY IMPACTS
3322,LSD,DRUG,"connectivity,",NEURAL,POSITIVELY IMPACTS
3324,subjective experience,SUBJECTIVE,sense of self,SUBJECTIVE,POSITIVELY IMPACTS
3325,psilocybin,DRUG,sense of self,SUBJECTIVE,POSITIVELY IMPACTS
3327,psilocybin,DRUG,improve they affective state,OUTCOME,POSITIVELY IMPACTS
3328,psilocybin,DRUG,long lasting,OUTCOME,POSITIVELY IMPACTS
3329,psilocybin,DRUG,long lasting antidepressant effects,OUTCOME,POSITIVELY IMPACTS
3330,psilocybin,DRUG,symptoms of depression,OUTCOME,POSITIVELY IMPACTS
3331,psilocybin,DRUG,cellular proliferation,NEURAL,POSITIVELY IMPACTS
3332,psilocybin,DRUG,increased synaptic connectivity,NEURAL,POSITIVELY IMPACTS
3333,psilocybin,DRUG,anti-inflammatory effects,NEURAL,POSITIVELY IMPACTS
3338,psilocybin,DRUG,behavioral flexibility,OUTCOME,POSITIVELY IMPACTS
3342,psilocybin,DRUG,threat of drowning,SUBJECTIVE,POSITIVELY IMPACTS
3343,psilocybin,DRUG,coping strategy,OUTCOME,POSITIVELY IMPACTS
