,entity 1,entity 1 label,entity 2,entity 2 label,type,source
166,psilocybin,DRUG,clinical benefits,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
167,psilocybin,DRUG,cancer-related anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
168,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
169,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
170,psilocybin,DRUG,cancer-related anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
171,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
172,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
173,psilocybin,DRUG,cancer-related anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
174,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
175,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
176,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
177,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
178,psilocybin,DRUG,cancer-related anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
179,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
180,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
181,psilocybin,DRUG,anti-depressant effects,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
182,psilocybin,DRUG,anti-depressant effects,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
183,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
184,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
185,psilocybin,DRUG,clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
186,psilocybin,DRUG,anti-depressant effects,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
187,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
188,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
189,psilocybin,DRUG,rapid anti-depressant and anxiolytic clinical benefits,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
190,psilocybin,DRUG,clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
191,psilocybin,DRUG,anti-depressant effects,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
192,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
193,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
194,psilocybin,DRUG,rapid anti-depressant and anxiolytic clinical benefits,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
195,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
196,psilocybin,DRUG,clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
197,psilocybin,DRUG,anti-depressant response rates,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
198,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
199,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
200,psilocybin,DRUG,clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
201,Psilocybin,DRUG,rapid anti-depressant and anxiolytic clinical benefits,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
202,Psilocybin,DRUG,clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
203,Psilocybin,DRUG,anti-depressant response rates,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
204,Psilocybin,DRUG,cancer-related depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
205,Psilocybin,DRUG,anti-depressants,DRUG,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
206,Psilocybin,DRUG,cancer-related demoralization,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
207,psilocybin,DRUG,decreased quality of life,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
208,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
209,psilocybin,DRUG,improved attitudes and adaptations to death,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
210,psilocybin,DRUG,highly meaningful and spiritual,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
211,Psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
212,Psilocybin,DRUG,improved attitudes and adaptations to death,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
213,Psilocybin,DRUG,highly meaningful and spiritual,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
214,psilocybin,DRUG,increased rates of mental illness,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
215,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
216,serotoninergic psychedelic,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
217,ayahuasca,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
218,ayahuasca,DRUG,rapid and sustained anti-depressant effects,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
219,ayahuasca,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
220,ayahuasca,DRUG,suicidality,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
221,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
222,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,suicidality,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
223,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,depressed patients,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
224,selective serotonin reuptake inhibitors,ANTIDEPRESSANT_DRUG,tricyclic anti-depressants),ANTIDEPRESSANT_DRUG,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
225,ketamine,DRUG,anti-depressant mechanisms of action,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
226,ketamine,DRUG,anti-depressant treatment,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
227,ketamine,DRUG,anti-depressant mechanisms of action,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
228,ketamine,DRUG,decreased connectivity,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
229,brain structure activity and network connectivity,NEURAL,default mode network,NEURAL,THOUGHT TO CAUSE,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
230,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
231,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
232,mystical-type experiences,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
233,mystical-type experiences,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
234,subjective mystical experience,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
235,subjective mystical experience,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
236,mystical experience,SUBJECTIVE,cancer patients,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
237,mystical experience,SUBJECTIVE,clinical benefit,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
238,mystical experience,SUBJECTIVE,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
239,mystical experience,SUBJECTIVE,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
240,mystical experience,SUBJECTIVE,terminal cancer,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
241,mystical experience,SUBJECTIVE,improved clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
242,psilocybin,DRUG,clinical benefit,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
243,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
244,psilocybin,DRUG,depression,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
245,psilocybin,DRUG,terminal cancer,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
246,psilocybin,DRUG,tobacco addiction,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
247,psilocybin,DRUG,alcoholism,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
248,psilocybin,DRUG,improved clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
249,psilocybin,DRUG,psycho-spiritual mechanism of action,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
250,psilocybin,DRUG,mystical state of consciousness,SUBJECTIVE,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
251,psilocybin,DRUG,anxiety,HEALTH,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
252,mystical experience,SUBJECTIVE,improved clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
253,mystical experience,SUBJECTIVE,improved clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
254,mystical experience,SUBJECTIVE,improved clinical outcomes,OUTCOME,POSITIVELY IMPACTS,b95aa0485a68024014ed5ef42c08bbb901a2c1492ac7b682dd48705e04589666
255,psychedelic,DRUG,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
256,Psychedelics,DRUG,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
257,personal conflicts,OUTCOME,ego,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
258,personal conflicts,OUTCOME,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
259,profound existential or “peak” experiences,OUTCOME,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
260,lasting positive impact on behavior and outlook,OUTCOME,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
261,nature,SUBJECTIVE,ego,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
262,nature,SUBJECTIVE,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
263,psychedelics,DRUG,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
264,disintegration,OUTCOME,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
265,psychedelics,DRUG,self,SUBJECTIVE,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
266,psychoanalysis,NEURAL,considerable explanatory value,OUTCOME,POSITIVELY IMPACTS,766b0219500aa7c0df4d6ef4143cc3334a2d4a78e2a77255fcdbb6c13615c7ab
267,AYA,DRUG,antidepressive effects,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
268,AYA,DRUG,depression,HEALTH,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
269,AYA,DRUG,therapeutic action,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
270,AYA,DRUG,depression,HEALTH,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
271,AYA,DRUG,therapeutic action,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
272,AYA,DRUG,faster reductions in depressive symptoms,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
273,ketamine,DRUG,depression,HEALTH,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
274,ketamine,DRUG,antidepressive effects,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
275,ketamine,DRUG,increased synaptogenesis,NEURAL,THOUGHT TO CAUSE,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
276,ketamine,DRUG,spine formation,NEURAL,THOUGHT TO CAUSE,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
277,ketamine,DRUG,brain-derived neurotrophic factor,NEURAL,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
278,THH,DRUG,brain-derived neurotrophic factor,NEURAL,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
279,THH,DRUG,systems - MAO,NEURAL,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
280,THH,DRUG,elevated levels of brain serotonin,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
281,THH,DRUG,antidepressant effects,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
282,AYA,DRUG,depressed patients,HEALTH,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
283,AYA,DRUG,Vomiting,OUTCOME,NEGATIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
284,AYA,DRUG,Vomiting,OUTCOME,NEGATIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
285,AYA,DRUG,experience as pleasant despite the occurrence of vomiting,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
286,AYA,DRUG,nausea,OUTCOME,NEGATIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
287,AYA,DRUG,vomiting,OUTCOME,NEGATIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
288,AYA,DRUG,simultaneous diarrhea,OUTCOME,NEGATIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
289,AYA,DRUG,vomiting,OUTCOME,NEGATIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
290,purgative effects,OUTCOME,cleansing,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
291,AYA,DRUG,adverse effects,OUTCOME,NEEDS MORE RESEARCH BETWEEN,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
292,AYA,DRUG,depression,HEALTH,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
293,AYA,DRUG,depression,HEALTH,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
294,AYA,DRUG,antidepressive potentials,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
295,AYA,DRUG,faster therapeutic actions,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
296,AYA,DRUG,making antidepressive treatment more effective,OUTCOME,POSITIVELY IMPACTS,41fd8d622fd8b617376fe0e31e401525fa74b30cb4a2ddec2740edd234e22be8
297,psychedelics,DRUG,plasticity related processes,OUTCOME,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
298,compounds,DRUG,MDMA,DRUG,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
299,compounds,DRUG,medicinal value,OUTCOME,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
300,psychedelic,DRUG,enhancing plasticity and adaptability,OUTCOME,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
301,psychedelics,DRUG,self-consciousness,SUBJECTIVE,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
302,psychedelics,DRUG,self,SUBJECTIVE,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
303,psychedelics,DRUG,sense of self,SUBJECTIVE,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
304,psilocybe,DRUG,sense of self,SUBJECTIVE,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
305,brain serotonin,NEURAL,resilience,OUTCOME,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
306,serotonin,NEURAL,engagement of 5-HT receptor subtypes,NEURAL,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
307,serotonin,NEURAL,mood,OUTCOME,POSITIVELY IMPACTS,862b66a879c8708dc9cfefea8d3d8f5625dc2d6bb44486751b9bc233cdd89dfc
308,serotonergic psychedelics,DRUG,changes in mood,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
309,serotonergic psychedelics,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
310,drugs,DRUG,changes in mood,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
311,drugs,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
312,psychedelics,DRUG,changes in mood,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
313,psychedelics,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
314,psychedelics,DRUG,brain function,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
315,psychedelics,DRUG,transiently increasing the size of dendritic spines on cortical neurons,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
316,DOI,DRUG,cell line of neuronal lineage,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
317,psychedelics,DRUG,cell line of neuronal lineage,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
318,ketamine,DRUG,tryptamine,DRUG,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
319,ketamine,DRUG,GLYX-13,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
320,LSD,DRUG,invertebrate,DRUG,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
321,psychedelics,DRUG,invertebrate,DRUG,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
322,psychedelics,DRUG,brain,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
323,psychedelics,DRUG,promote changes in the density of dendritic spines,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
324,psychedelics,DRUG,spontaneous EPSCs,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
325,ketamine,DRUG,cortical neuron spine density,NEURAL,THOUGHT TO CAUSE,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
326,compounds,DRUG,spontaneous EPSCs,NEURAL,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
327,5-HT2A receptors,NEURAL,promotes fear extinction learning,OUTCOME,THOUGHT TO CAUSE,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
328,psychedelics,DRUG,profound perceptual disturbances,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
329,compounds,DRUG,profound perceptual disturbances,OUTCOME,POSITIVELY IMPACTS,b6660610840cd03e3789e5bfdbe4082b91ca610ef77d98144fd790d054a6591e
